3,1,3,4,0.0676565027144814,0.0676565027144814
4,1,4,5,0.0418762001393455,0.0418762001393455
5,1,5,3,0.0461743437261627,0.0299294514984606
6,1,6,2,0.0143072662924381,0.003787547380144
7,1,7,5,0.0618717276428386,0.0618717276428386
8,1,8,2,0.0754926430442159,0.031162652727277
9,1,9,4,0.0489923452354143,0.0489923452354143
10,1,10,4,0.0562293219117153,0.0562293219117153
11,1,11,3,0.0261532885520368,0.0261532885520368
12,1,12,1,0.0545907906040411,0.00483893593935548
13,1,13,3,0.084839406656327,0.0534479445268566
14,1,14,4,0.0687434959236303,0.0687434959236303
15,1,15,4,0.0730314801887766,0.0730314801887766
16,1,16,1,0.0205057399276021,0.000397873075018511
17,1,17,5,0.0618209427453763,0.0618209427453763
18,1,18,5,0.0188746029079212,0.0188746029079212
19,1,19,3,0.0337255391183589,0.0194810392704695
20,1,20,1,0.031701853103311,0.000481656418009173
21,1,21,3,0.0274973951807042,0.00368035080680058
22,1,22,2,0.0245659464277474,0.0180337875944229
23,1,23,1,0.0272372959585883,9.35793469698631e-05
24,1,24,2,0.0477778923532992,0.0312054342554172
25,1,25,3,0.0345556215434491,0.0222050599778042
26,1,26,1,0.0467747118970879,0.00140979727886788
27,1,27,3,0.0575346206015383,0.0575346206015383
28,1,28,1,0.0278224174822014,0.00118769536873833
29,1,29,4,0.0755252317966656,0.0755252317966656
30,1,30,2,0.0250392468636468,0.0019804068300539
31,1,31,2,0.0516231949450745,0.00793048349809935
32,1,32,3,0.0541239515376119,0.0355213571013767
33,1,33,2,0.0479730936877723,0.0024850944061771
34,1,34,1,0.0152322894943211,0.00222887492719188
35,1,35,5,0.0432913091245786,0.0432913091245786
36,1,36,5,0.0299607216681885,0.0299607216681885
37,1,37,5,0.043194161041591,0.043194161041591
38,1,38,5,0.0672120232280875,0.0672120232280875
39,1,39,4,0.0397869846418927,0.0169604145881376
40,1,40,5,0.0238631896349715,0.0238631896349715
41,1,41,5,0.0532540541142241,0.0532540541142241
42,1,42,5,0.0606960563347241,0.0606960563347241
43,1,43,5,0.0259632574408374,0.0259632574408374
44,1,44,5,0.0479348716042249,0.0479348716042249
45,1,45,3,0.0493568666160474,0.0156462627380727
46,1,46,1,0.0426975636421804,3.01025897890626e-05
47,1,47,1,0.043864567283621,6.46857907367806e-05
48,1,48,2,0.0480358323829681,0.0118656117804253
49,1,49,5,0.014669045460464,0.014669045460464
51,1,51,1,0.00749471283821395,0.00109643304801242
52,1,52,3,0.0536822868285342,0.0270034722190145
53,1,53,2,0.0187928675295823,0.0038962741823458
54,1,54,4,0.0261140744619803,0.0261140744619803
55,1,55,1,0.0262530464294147,9.7342962123825e-06
57,1,57,2,0.0195646378663156,0.0022830895445886
58,1,58,2,0.041869240081125,0.019273440671569
59,1,59,5,0.0333035756211515,0.0333035756211515
60,1,60,3,0.073056970597909,0.0515164609724211
61,1,61,5,0.015559337729961,0.015559337729961
62,1,62,2,0.0610186672404281,0.0154096718132904
63,1,63,1,0.0568274649400567,8.30270211264347e-05
64,1,64,4,0.0607141557855965,0.0607141557855965
65,1,65,4,0.0458604877049002,0.0241599629495117
66,1,66,2,0.010655420956467,0.0015618456440191
67,1,67,1,0.0234314821356089,0.000185318728259441
68,1,68,4,0.0722221663662966,0.0722221663662966
69,1,69,3,0.0143641339899896,0.00548272155767576
70,1,70,2,0.0580981112040066,0.0248243730648698
71,1,71,1,0.0417824432242618,1.1606742817962e-05
72,1,72,2,0.0691617734467671,0.0135738122356898
73,1,73,3,0.0299909711264262,0.00718540529311305
74,1,74,3,0.0690031453248329,0.0690031453248329
75,1,75,4,0.0630496363217989,0.0630496363217989
76,1,76,4,0.0382923436175567,0.0382923436175567
77,1,77,4,0.0616393071180189,0.0616393071180189
78,1,78,3,0.0212410167737091,0.00503052040276208
79,1,79,3,0.0655594257071102,0.0655594257071102
