1,1,1,4,0.6
5,1,5,3,0.5
6,1,6,2,0.666666666666667
11,1,11,3,0.625
12,1,12,1,0.625
13,1,13,3,0.714285714285714
14,1,14,4,0.454545454545455
18,1,18,5,0.538461538461538
19,1,19,3,0.461538461538462
20,1,20,1,0.333333333333333
24,1,24,2,0.357142857142857
25,1,25,3,0.545454545454545
26,1,26,1,0.6875
28,1,28,1,0.555555555555556
29,1,29,4,0.6
31,1,31,2,0.5
33,1,33,2,0.444444444444444
34,1,34,1,0.363636363636364
35,1,35,5,0.294117647058824
37,1,37,5,0.545454545454545
40,1,40,5,0.444444444444444
41,1,41,5,0.4
42,1,42,5,0.416666666666667
43,1,43,5,0.454545454545455
47,1,47,1,0.3125
50,1,50,1,0.545454545454545
51,1,51,1,0.444444444444444
53,1,53,2,0.666666666666667
58,1,58,2,0.533333333333333
59,1,59,5,0.5
64,1,64,4,0.555555555555556
65,1,65,4,0.454545454545455
66,1,66,2,0.454545454545455
70,1,70,2,0.384615384615385
73,1,73,3,0.368421052631579
74,1,74,3,0.625
76,1,76,4,0.692307692307692
77,1,77,4,0.5
78,1,78,3,0.461538461538462
80,1,80,4,0.5
81,2,1,3,0.666666666666667
83,2,3,2,0.5625
85,2,5,4,0.555555555555556
86,2,6,4,0.5
88,2,8,1,0.6
89,2,9,3,0.666666666666667
90,2,10,4,0.3
91,2,11,2,0.461538461538462
92,2,12,3,0.192307692307692
95,2,15,4,0.555555555555556
96,2,16,5,0.666666666666667
97,2,17,5,0.3125
98,2,18,1,0.666666666666667
99,2,19,1,0.454545454545455
102,2,22,2,0.833333333333333
108,2,28,2,0.384615384615385
110,2,30,3,0.666666666666667
113,2,33,5,0.357142857142857
115,2,35,3,0.5
117,2,37,5,0.571428571428571
118,2,38,4,0.222222222222222
121,2,41,1,0.625
124,2,44,2,0.545454545454545
126,2,46,2,0.5
128,2,48,1,0.545454545454545
130,2,50,1,0.461538461538462
131,2,51,3,0.5
132,2,52,5,0.666666666666667
135,2,55,4,0.666666666666667
137,2,57,2,0.529411764705882
139,2,59,4,0.545454545454545
141,2,61,1,0.8
145,2,65,3,0.5
148,2,68,1,0.5
149,2,69,5,0.454545454545455
150,2,70,2,0.35
152,2,72,5,0.666666666666667
153,2,73,4,0.5
157,2,77,5,0.5
160,2,80,3,0.666666666666667
161,3,1,4,0.428571428571429
163,3,3,2,0.428571428571429
166,3,6,1,0.444444444444444
172,3,12,4,0.428571428571429
173,3,13,3,0.277777777777778
176,3,16,5,0.416666666666667
178,3,18,5,0.416666666666667
182,3,22,3,0.384615384615385
184,3,24,3,0.666666666666667
188,3,28,5,0.5
191,3,31,2,0.714285714285714
192,3,32,3,0.5
193,3,33,1,0.388888888888889
194,3,34,2,0.4
195,3,35,5,0.454545454545455
196,3,36,4,0.555555555555556
197,3,37,1,0.411764705882353
200,3,40,1,0.583333333333333
201,3,41,1,0.5
204,3,44,4,0.454545454545455
207,3,47,1,0.555555555555556
208,3,48,2,0.428571428571429
210,3,50,4,0.4
212,3,52,5,0.5
214,3,54,5,0.714285714285714
215,3,55,3,0.5625
216,3,56,4,0.636363636363636
217,3,57,2,0.5
218,3,58,3,0.5
219,3,59,2,0.461538461538462
220,3,60,2,0.444444444444444
222,3,62,1,0.357142857142857
229,3,69,1,0.615384615384615
230,3,70,5,0.666666666666667
231,3,71,3,0.5
234,3,74,5,0.454545454545455
235,3,75,4,0.315789473684211
236,3,76,3,0.666666666666667
237,3,77,2,0.5
240,3,80,4,0.615384615384615
241,4,1,3,0.571428571428571
242,4,2,3,0.666666666666667
247,4,7,2,0.318181818181818
249,4,9,4,0.555555555555556
250,4,10,5,0.666666666666667
251,4,11,4,0.75
252,4,12,1,0.666666666666667
256,4,16,2,0.6
257,4,17,4,0.5
258,4,18,4,0.428571428571429
260,4,20,1,0.666666666666667
261,4,21,5,0.666666666666667
264,4,24,5,0.666666666666667
267,4,27,2,0.555555555555556
268,4,28,2,0.625
269,4,29,2,0.461538461538462
270,4,30,1,0.571428571428571
271,4,31,3,0.333333333333333
272,4,32,3,0.4
274,4,34,1,0.555555555555556
276,4,36,3,0.296296296296296
277,4,37,5,0.545454545454545
278,4,38,4,0.583333333333333
280,4,40,3,0.411764705882353
281,4,41,3,0.333333333333333
284,4,44,3,0.307692307692308
285,4,45,5,0.5
289,4,49,1,0.3
290,4,50,2,0.5
291,4,51,4,0.7
293,4,53,2,0.5
294,4,54,1,0.263157894736842
295,4,55,2,0.571428571428571
296,4,56,1,0.666666666666667
300,4,60,5,0.428571428571429
303,4,63,5,0.571428571428571
304,4,64,4,0.384615384615385
311,4,71,5,0.538461538461538
313,4,73,4,0.571428571428571
316,4,76,1,0.666666666666667
321,5,1,5,1
323,5,3,3,0.5
324,5,4,3,0.416666666666667
325,5,5,2,0.428571428571429
332,5,12,1,0.473684210526316
334,5,14,4,0.6
335,5,15,4,0.625
337,5,17,4,0.6
339,5,19,4,1
341,5,21,3,0.461538461538462
346,5,26,1,0.5
347,5,27,2,0.352941176470588
348,5,28,5,0.6
351,5,31,5,0.555555555555556
353,5,33,1,0.5
355,5,35,5,0.7
356,5,36,5,0.32
357,5,37,2,0.666666666666667
358,5,38,4,0.461538461538462
359,5,39,1,0.555555555555556
363,5,43,1,0.666666666666667
364,5,44,2,0.533333333333333
367,5,47,3,0.5
369,5,49,4,0.888888888888889
370,5,50,4,0.538461538461538
371,5,51,5,0.625
372,5,52,1,0.588235294117647
374,5,54,1,0.7
375,5,55,2,0.545454545454545
378,5,58,2,0.368421052631579
383,5,63,3,0.375
384,5,64,2,0.714285714285714
385,5,65,1,0.391304347826087
386,5,66,5,0.461538461538462
387,5,67,3,0.375
388,5,68,3,0.5
396,5,76,2,0.363636363636364
397,5,77,5,0.333333333333333
398,5,78,4,0.555555555555556
399,5,79,3,0.75
401,6,1,5,0.714285714285714
405,6,5,2,0.555555555555556
407,6,7,2,0.714285714285714
409,6,9,2,0.642857142857143
410,6,10,4,0.5
411,6,11,2,0.529411764705882
414,6,14,5,0.307692307692308
416,6,16,4,0.583333333333333
418,6,18,1,0.538461538461538
420,6,20,2,0.555555555555556
421,6,21,3,0.571428571428571
424,6,24,3,0.5
427,6,27,1,0.625
