1,1,1,4,0,0.5,124
1,1,1,4,1,0.5,72
1,1,1,4,1,0.5,106
1,1,1,4,2,0.6,52
1,1,1,4,2,0.5,84
1,1,1,4,3,0.6,43
1,1,1,4,3,0.6,46
1,1,1,4,4,0.6,54
1,1,1,4,4,0.5,55
1,1,1,4,5,0.5,33
1,1,1,4,5,0.5,30
5,1,5,3,0,0.5,168
5,1,5,3,1,0.5,113
5,1,5,3,1,0.583333333333333,102
5,1,5,3,2,0.5,55
5,1,5,3,2,0.5,92
5,1,5,3,3,0.583333333333333,61
5,1,5,3,3,0.5,64
5,1,5,3,4,0.583333333333333,45
5,1,5,3,4,0.5,67
5,1,5,3,5,0.416666666666667,45
5,1,5,3,5,0.416666666666667,46
6,1,6,2,0,0.555555555555556,138
6,1,6,2,1,0.555555555555556,54
6,1,6,2,1,0.555555555555556,128
6,1,6,2,2,0.555555555555556,42
6,1,6,2,2,0.666666666666667,120
6,1,6,2,3,0.555555555555556,32
6,1,6,2,3,0.666666666666667,41
6,1,6,2,4,0.666666666666667,46
6,1,6,2,4,0.666666666666667,91
6,1,6,2,5,0.555555555555556,64
6,1,6,2,5,0.666666666666667,34
11,1,11,3,0,0.4375,172
11,1,11,3,1,0.4375,86
11,1,11,3,1,0.4375,141
11,1,11,3,2,0.4375,99
11,1,11,3,2,0.5,80
11,1,11,3,3,0.4375,54
11,1,11,3,3,0.5625,56
11,1,11,3,4,0.625,60
11,1,11,3,4,0.4375,67
11,1,11,3,5,0.375,60
11,1,11,3,5,0.5,53
12,1,12,1,0,0.75,140
12,1,12,1,1,0.625,46
12,1,12,1,1,0.75,133
12,1,12,1,2,0.625,48
12,1,12,1,2,0.75,114
12,1,12,1,3,0.625,50
12,1,12,1,3,0.75,83
12,1,12,1,4,0.625,50
12,1,12,1,4,0.75,60
12,1,12,1,5,0.5,43
12,1,12,1,5,0.5,43
13,1,13,3,0,0.714285714285714,151
13,1,13,3,1,0.571428571428571,130
13,1,13,3,1,0.714285714285714,70
13,1,13,3,2,0.571428571428571,51
13,1,13,3,2,0.857142857142857,87
13,1,13,3,3,0.571428571428571,54
13,1,13,3,3,0.428571428571429,41
13,1,13,3,4,0.857142857142857,59
13,1,13,3,4,0.571428571428571,53
13,1,13,3,5,0.571428571428571,38
13,1,13,3,5,0.571428571428571,45
14,1,14,4,0,0.454545454545455,139
14,1,14,4,1,0.545454545454545,98
14,1,14,4,1,0.545454545454545,103
14,1,14,4,2,0.545454545454545,55
14,1,14,4,2,0.545454545454545,71
14,1,14,4,3,0.545454545454545,67
14,1,14,4,3,0.545454545454545,48
14,1,14,4,4,0.727272727272727,41
14,1,14,4,4,0.545454545454545,46
14,1,14,4,5,0.636363636363636,46
14,1,14,4,5,0.545454545454545,40
18,1,18,5,0,0.461538461538462,157
18,1,18,5,1,0.538461538461538,159
18,1,18,5,1,0.384615384615385,58
18,1,18,5,2,0.615384615384615,142
18,1,18,5,2,0.615384615384615,52
18,1,18,5,3,0.538461538461538,40
18,1,18,5,3,0.615384615384615,129
18,1,18,5,4,0.615384615384615,53
18,1,18,5,4,0.538461538461538,88
18,1,18,5,5,0.538461538461538,40
18,1,18,5,5,0.538461538461538,62
19,1,19,3,0,0.538461538461538,169
19,1,19,3,1,0.538461538461538,123
19,1,19,3,1,0.538461538461538,91
19,1,19,3,2,0.538461538461538,107
19,1,19,3,2,0.538461538461538,41
19,1,19,3,3,0.461538461538462,60
19,1,19,3,3,0.461538461538462,55
19,1,19,3,4,0.461538461538462,47
19,1,19,3,4,0.538461538461538,88
19,1,19,3,5,0.538461538461538,63
19,1,19,3,5,0.461538461538462,50
20,1,20,1,0,0.333333333333333,154
20,1,20,1,1,0.416666666666667,49
20,1,20,1,1,0.416666666666667,142
20,1,20,1,2,0.416666666666667,125
20,1,20,1,2,0.416666666666667,64
20,1,20,1,3,0.416666666666667,45
20,1,20,1,3,0.416666666666667,102
20,1,20,1,4,0.416666666666667,40
20,1,20,1,4,0.416666666666667,40
20,1,20,1,5,0.416666666666667,71
20,1,20,1,5,0.5,55
24,1,24,2,0,0.357142857142857,194
24,1,24,2,1,0.357142857142857,148
24,1,24,2,1,0.357142857142857,127
