trialId,trialNo,blockNo,cutNo,expCond,control,keyCode,reactionTime,segSize,segCenterX,segCenterY,segCentDist,intDiff,intStd,segNcut,segStab,leaf,correct,meanImgInt,meanSegInt,deltaInt,expTime,expType,participantID
39,7,2,2,1,1,1,0.1104415554554948,0.41025641025641024,0.17647058823529413,0.17647058823529413,0.7220578379655767,0.7750320336811282,0.6192271520170989,,,1,1,0.7027027027027041,0.8888888888888667,0.22496796631887198,0.5,1,my
40,8,2,5,1,0,0,0.00037055183825189563,0.38461538461538464,0.5882352941176471,0.058823529411764705,0.6537204504606143,0.27347611202635846,0.0,,,1,1,0.43243243243243623,0.2,0.7265238879736416,0.5,1,my
41,9,2,2,1,0,1,0.3541654406179561,0.5128205128205128,0.8235294117647058,0.17647058823529413,0.6537204504606143,0.8995057660626025,0.0,,,1,0,0.5675675675675702,1.0,0.10049423393739754,0.5,1,my
42,10,2,2,2,1,1,0.024179277290475733,0.28205128205128205,0.11764705882352941,0.11764705882352941,0.852347186594598,0.4622988214421494,0.7948552521024643,,,1,1,0.9054054054054081,0.5692307692308002,0.5377011785578507,0.8,1,my
43,11,2,2,2,0,1,0.5410378462418587,0.3333333333333333,0.9411764705882353,0.23529411764705882,0.7453559924999296,0.41186161449752867,0.0,,,1,0,0.5405405405405421,0.4,0.5881383855024714,0.8,1,my
44,12,2,2,2,0,0,0.08164629030734934,0.2564102564102564,0.11764705882352941,0.6470588235294118,0.7040784727049219,0.2388797364085666,0.0,,,1,1,0.5743243243243272,0.2,0.7611202635914335,0.8,1,my
45,13,2,5,2,1,0,0.2251305998491788,0.3076923076923077,0.47058823529411764,0.11764705882352941,0.5623515948579827,0.3727935984937615,0.13907069907302255,,,1,0,0.7972972972973024,0.42857142857139935,0.6272064015062386,0.8,1,my
46,14,2,2,1,0,0,0.09588772997822537,0.3333333333333333,0.5294117647058824,0.7058823529411765,0.36980013081681967,0.05930807248764355,0.0,,,1,1,0.6351351351351403,0.0,0.9406919275123565,0.5,1,my
47,15,2,2,1,1,0,0.00021795154290531047,0.48717948717948717,0.8823529411764706,0.17647058823529413,0.7220578379655767,0.2756727073036797,0.18499249234015433,,,1,0,0.6486486486486479,0.26666666666666666,0.7243272926963205,0.5,1,my
48,16,2,5,1,1,1,0.36858035192502236,0.48717948717948717,0.7647058823529411,0.7058823529411765,0.522976360368491,0.14638738526712125,0.41196393739535686,,,1,1,0.5675675675675702,0.08571428571426623,0.8536126147328789,0.5,1,my
49,17,2,2,1,0,0,0.06726970015068433,0.2564102564102564,0.11764705882352941,0.11764705882352941,0.852347186594598,0.5453047775947284,0.0,,,1,1,0.668918918918919,0.6,0.4546952224052717,0.5,1,my
50,18,2,5,2,0,0,0.00019400082390473946,0.358974358974359,0.11764705882352941,0.7058823529411765,0.7453559924999296,0.7858319604612846,0.0,,,1,1,0.35810810810810906,0.8,0.21416803953871547,0.8,1,my
51,19,2,5,2,1,0,0.00018373623004734168,0.28205128205128205,0.058823529411764705,0.47058823529411764,0.7396002616336393,0.6948422253199849,0.18397324220155947,,,1,0,0.9391891891891933,0.861538461538466,0.30515777468001526,0.8,1,my
52,20,2,5,1,0,0,0.28255929171565186,0.41025641025641024,0.4117647058823529,0.17647058823529413,0.4978586625371179,0.41680395387149954,0.0,,,1,1,0.5202702702702711,0.4,0.5831960461285006,0.5,1,my
53,21,2,2,2,1,1,0.36857316670932233,0.2564102564102564,0.11764705882352941,0.7058823529411765,0.7453559924999296,0.8034047226798459,0.14907119849998546,,,1,1,0.3986486486486512,0.8333333333333334,0.19659527732015422,0.8,1,my
54,22,2,5,1,1,0,0.08172909136446568,0.46153846153846156,0.8823529411764706,0.5294117647058824,0.5623515948579827,0.5140032948929151,0.8279333815051342,,,1,0,0.39189189189189416,0.47999999999999926,0.48599670510708504,0.5,1,my
55,23,2,2,2,0,0,0.08197030932011441,0.2564102564102564,0.11764705882352941,0.11764705882352941,0.852347186594598,0.581548599670511,0.0,,,1,1,0.5202702702702711,0.6,0.41845140032948913,0.8,1,my
56,24,2,5,1,0,0,0.1102975089883628,0.23076923076923078,0.35294117647058826,0.7647058823529411,0.5390716933750936,0.6144975288303127,0.0,,,1,1,0.38513513513513714,0.6,0.3855024711696874,0.5,1,my
57,25,2,2,2,1,1,0.1533827995516426,0.38461538461538464,0.9411764705882353,0.5882352941176471,0.6730463973541897,0.5733113673805599,0.0,,,1,1,0.5540540540540562,0.6,0.42668863261944023,0.8,1,my
58,26,2,2,1,1,1,0.5407894430705094,0.5641025641025641,0.8235294117647058,0.7058823529411765,0.5919690451597532,0.6858868753432182,0.4174919363391502,,,1,1,0.317567567567567,0.6666666666666666,0.3141131246567819,0.5,1,my
59,27,2,5,1,1,0,0.03853568041255452,0.358974358974359,0.5294117647058824,0.7647058823529411,0.4622501635210246,0.8373146622734757,0.26967058093574503,,,1,0,0.35810810810810906,0.8625,0.16268533772652438,0.5,1,my
60,28,2,5,2,0,0,0.5551920368649463,0.3076923076923077,0.23529411764705882,0.11764705882352941,0.7220578379655767,0.5057660626029657,0.0,,,1,1,0.831081081081081,0.6,0.49423393739703436,0.8,1,my
61,29,2,5,2,0,0,0.3400146715261542,0.358974358974359,0.35294117647058826,0.11764705882352941,0.6201736729460419,0.3953871499176269,0.0,,,1,1,0.6081081081081122,0.4,0.6046128500823731,0.8,1,my
62,30,2,2,2,0,0,0.00019913312083343133,0.3076923076923077,0.5294117647058824,0.29411764705882354,0.27735009811261474,0.8830313014827009,0.0,,,1,1,0.6351351351351403,1.0,0.11696869851729925,0.8,1,my
63,31,2,5,1,0,0,0.00032709839092226163,0.5128205128205128,0.47058823529411764,0.7058823529411765,0.3811812499312439,0.5963756177924209,0.0,,,1,1,0.4594594594594643,0.6,0.4036243822075792,0.5,1,my
64,32,2,5,2,0,1,0.21071397777647033,0.2564102564102564,1.0,0.4117647058823529,0.7453559924999296,0.7627677100494225,0.0,,,1,0,0.4527027027027073,0.8,0.2372322899505776,0.8,1,my
65,1,3,5,1,1,1,0.13904384623912128,0.4358974358974359,0.35294117647058826,0.29411764705882354,0.3922322702763679,0.7166392092257003,0.12765694770084512,,,1,1,0.6418918918918909,0.8,0.2833607907742997,0.5,1,my
66,2,3,2,2,1,1,0.2968951656500154,0.358974358974359,0.8823529411764706,0.17647058823529413,0.7220578379655767,0.29818780889621127,0.17126976771553462,,,1,1,0.5,0.25,0.7018121911037889,0.8,1,my
67,3,3,2,1,1,1,0.009918677044399155,0.20512820512820512,0.23529411764705882,0.7647058823529411,0.6537204504606143,0.733113673805601,0.0,,,1,1,0.5743243243243272,0.8,0.2668863261943991,0.5,1,my
68,4,3,2,1,1,1,0.5408879831715415,0.41025641025641024,0.8235294117647058,0.11764705882352941,0.7220578379655767,0.7633168588687536,0.5874504568180078,,,1,1,0.675675675675676,0.8666666666666667,0.2366831411312465,0.5,1,my
69,5,3,2,1,1,1,0.06734086800142888,0.41025641025641024,0.11764705882352941,0.17647058823529413,0.7952852522702986,0.6690463115504302,0.1805341867696874,,,1,1,0.23648648648648918,0.6222222222222001,0.3309536884495699,0.5,1,my
70,6,3,2,2,1,1,0.2826773345450118,0.4358974358974359,0.4117647058823529,0.11764705882352941,0.5847053462046867,0.4671811324026705,0.5716499153599115,,,1,1,0.5270270270270281,0.46315789473686664,0.5328188675973295,0.8,1,my
71,7,3,2,2,0,0,0.02412419063677432,0.5897435897435898,0.7647058823529411,0.17647058823529413,0.5919690451597532,0.8764415156507415,0.0,,,1,1,0.662162162162162,1.0,0.12355848434925859,0.8,1,my
72,8,3,5,2,1,1,0.00034591681299415516,0.6410256410256411,0.23529411764705882,0.7058823529411765,0.5919690451597532,0.3625602538287878,0.8732600391157433,,,1,1,0.5675675675675702,0.3481481481481334,0.6374397461712122,0.8,1,my
73,9,3,2,1,0,1,0.46910425679550394,0.38461538461538464,0.17647058823529413,0.7647058823529411,0.7220578379655767,0.09225700164744693,0.0,,,1,0,0.5,0.0,0.9077429983525532,0.5,1,my
74,10,3,5,2,0,0,0.0001987909677048538,0.6666666666666666,0.4117647058823529,0.7058823529411765,0.41344911529736184,0.8533772652388787,0.0,,,1,1,0.7567567567567602,1.0,0.1466227347611213,0.8,1,my
75,11,3,2,2,0,0,0.0002737225028638218,0.23076923076923078,0.11764705882352941,0.11764705882352941,0.852347186594598,0.042833607907742946,0.0,,,1,1,0.7027027027027041,0.0,0.9571663920922572,0.8,1,my
76,12,3,2,2,0,0,0.00982287416839683,0.5384615384615384,0.17647058823529413,0.7058823529411765,0.6666666666666673,0.3228995057660624,0.0,,,1,1,0.22972972972973216,0.2,0.6771004942339377,0.8,1,my
77,13,3,5,2,1,0,0.1963401248448334,0.5641025641025641,0.6470588235294118,0.7058823529411765,0.41344911529736184,0.4203734211971442,0.4984274788681112,,,1,0,0.5337837837837851,0.4083333333333333,0.5796265788028558,0.8,1,my
78,14,3,5,2,0,1,0.0002100820209479842,0.8205128205128205,0.4117647058823529,0.7058823529411765,0.41344911529736184,0.5271828665568364,0.0,,,1,0,0.7432432432432462,0.6,0.4728171334431636,0.8,1,my
79,15,3,2,1,1,1,0.010355264436466961,0.5128205128205128,0.8823529411764706,0.058823529411764705,0.852347186594598,0.4882432230043439,0.7241853660800143,,,1,1,0.4729729729729719,0.4727272727272672,0.5117567769956561,0.5,1,my
80,16,3,2,2,1,1,0.26806294796398383,0.4358974358974359,0.23529411764705882,0.8235294117647058,0.7220578379655767,0.340501170554063,0.3795965848785548,,,1,1,0.6554054054054049,0.34736842105259974,0.6594988294459371,0.8,1,my
81,17,3,5,1,0,0,0.35444908556154847,0.20512820512820512,0.058823529411764705,0.23529411764705882,0.8268982305947237,0.5617792421746285,0.0,,,1,1,0.6013513513513552,0.6,0.43822075782537157,0.5,1,my
82,18,3,5,2,0,1,0.0002070026427907576,0.3333333333333333,0.17647058823529413,0.23529411764705882,0.6666666666666673,0.9373970345963752,0.0,,,1,0,0.41216216216216517,1.0,0.06260296540362488,0.8,1,my
83,19,3,2,2,0,0,0.5839424799532491,0.23076923076923078,0.11764705882352941,0.17647058823529413,0.7952852522702986,0.44151565074135035,0.0,,,1,1,0.4189189189189222,0.4,0.5584843492586498,0.8,1,my
84,20,3,5,1,0,0,0.0002087134084336597,0.4358974358974359,0.6470588235294118,0.7647058823529411,0.4978586625371179,0.27512355848434855,0.0,,,1,1,0.4256756756756792,0.2,0.7248764415156516,0.5,1,my
85,21,3,2,1,0,0,0.22505122032334907,0.5384615384615384,0.8235294117647058,0.17647058823529413,0.6537204504606143,0.9093904448105432,0.0,,,1,1,0.5270270270270281,1.0,0.09060955518945686,0.5,1,my
86,22,3,2,1,0,0,0.18213016326178663,0.5128205128205128,0.8823529411764706,0.7058823529411765,0.6666666666666673,0.07413509060955514,0.0,,,1,1,0.5743243243243272,0.0,0.925864909390445,0.5,1,my
87,23,3,5,2,1,1,0.31128988992249546,0.41025641025641024,0.8823529411764706,0.17647058823529413,0.7220578379655767,0.7232289950576597,0.5573044368153885,,,1,1,0.6148648648648692,0.8,0.27677100494234036,0.8,1,my
88,24,3,5,1,0,0,0.4262499195940148,0.23076923076923078,0.35294117647058826,0.23529411764705882,0.4622501635210246,0.1960461285008236,0.0,,,1,1,0.7500000000000032,0.2,0.8039538714991765,0.5,1,my
89,25,3,2,1,0,0,0.5121707289367111,0.5128205128205128,0.8823529411764706,0.29411764705882354,0.6201736729460419,0.5667215815485994,0.0,,,1,1,0.5810810810810842,0.6,0.4332784184514007,0.5,1,my
