2,1,2,4,0.380952380952381
3,1,3,1,0.7
8,1,8,5,0.666666666666667
10,1,10,4,0.5
11,1,11,1,0.571428571428571
13,1,13,4,0.636363636363636
14,1,14,3,0.357142857142857
15,1,15,3,0.666666666666667
18,1,18,4,0.7
20,1,20,5,0.75
22,1,22,5,0.545454545454545
24,1,24,1,0.777777777777778
27,1,27,4,0.444444444444444
31,1,31,2,0.625
32,1,32,1,0.625
34,1,34,3,0.555555555555556
39,1,39,2,0.5
44,1,44,5,0.375
46,1,46,2,0.625
47,1,47,1,0.357142857142857
50,1,50,2,0.461538461538462
55,1,55,5,0.416666666666667
56,1,56,4,0.357142857142857
57,1,57,2,0.666666666666667
58,1,58,3,0.444444444444444
60,1,60,3,0.6
61,1,61,5,0.428571428571429
62,1,62,5,0.666666666666667
63,1,63,3,0.15
64,1,64,1,0.368421052631579
69,1,69,2,0.6
71,1,71,1,0.444444444444444
72,1,72,3,0.636363636363636
73,1,73,5,0.266666666666667
74,1,74,2,0.466666666666667
75,1,75,4,0.571428571428571
77,1,77,1,0.4
78,1,78,2,0.571428571428571
79,1,79,3,0.625
80,1,80,4,0.846153846153846
81,2,1,3,0.666666666666667
82,2,2,2,0.388888888888889
83,2,3,4,0.384615384615385
84,2,4,4,0.428571428571429
87,2,7,4,0.636363636363636
88,2,8,3,0.5
89,2,9,5,0.5
95,2,15,5,0.454545454545455
97,2,17,5,0.7
99,2,19,5,0.666666666666667
100,2,20,4,0.625
104,2,24,3,0.352941176470588
105,2,25,3,0.555555555555556
107,2,27,4,0.333333333333333
115,2,35,1,0.7
117,2,37,3,0.625
118,2,38,2,0.538461538461538
121,2,41,1,0.5
122,2,42,1,0.5
123,2,43,5,0.545454545454545
124,2,44,1,0.625
126,2,46,3,0.666666666666667
127,2,47,3,0.5
129,2,49,4,0.6
132,2,52,2,0.3
133,2,53,5,0.461538461538462
134,2,54,4,0.571428571428571
135,2,55,4,0.4
136,2,56,1,0.4
140,2,60,2,0.294117647058824
142,2,62,2,0.6
143,2,63,2,0.4
147,2,67,1,0.555555555555556
148,2,68,2,0.5
149,2,69,5,0.6
150,2,70,3,0.5
155,2,75,1,0.583333333333333
156,2,76,1,0.571428571428571
157,2,77,5,0.4
160,2,80,2,0.555555555555556
161,3,1,1,0.454545454545455
162,3,2,1,0.583333333333333
164,3,4,2,0.444444444444444
165,3,5,2,0.625
166,3,6,1,0.421052631578947
168,3,8,5,0.25
171,3,11,2,0.666666666666667
174,3,14,5,0.466666666666667
175,3,15,4,0.666666666666667
176,3,16,3,0.35
178,3,18,5,0.545454545454545
179,3,19,4,0.545454545454545
181,3,21,4,0.6
189,3,29,1,0.461538461538462
194,3,34,2,0.4
195,3,35,2,0.636363636363636
197,3,37,1,0.411764705882353
198,3,38,4,0.428571428571429
203,3,43,2,0.333333333333333
204,3,44,3,0.6
205,3,45,4,0.428571428571429
206,3,46,5,0.625
209,3,49,3,0.428571428571429
211,3,51,3,0.375
212,3,52,3,0.666666666666667
214,3,54,1,0.5
216,3,56,2,0.6
217,3,57,1,0.666666666666667
220,3,60,3,0.647058823529412
221,3,61,1,0.3125
222,3,62,3,0.454545454545455
224,3,64,4,0.833333333333333
225,3,65,4,0.416666666666667
229,3,69,5,0.454545454545455
231,3,71,2,0.571428571428571
232,3,72,3,0.5
233,3,73,5,0.357142857142857
237,3,77,4,0.571428571428571
239,3,79,5,0.571428571428571
240,3,80,5,0.333333333333333
241,4,1,1,0.555555555555556
244,4,4,1,0.357142857142857
247,4,7,5,0.555555555555556
249,4,9,4,0.5
250,4,10,4,0.625
253,4,13,5,0.333333333333333
257,4,17,5,0.333333333333333
258,4,18,3,0.6
260,4,20,2,1
261,4,21,2,0.454545454545455
