2,1,2,4,0,0.333333333333333,189
2,1,2,4,1,0.380952380952381,145
2,1,2,4,1,0.285714285714286,116
2,1,2,4,2,0.380952380952381,128
2,1,2,4,2,0.333333333333333,76
2,1,2,4,3,0.285714285714286,93
2,1,2,4,3,0.285714285714286,60
2,1,2,4,4,0.380952380952381,79
2,1,2,4,4,0.285714285714286,69
2,1,2,4,5,0.238095238095238,52
2,1,2,4,5,0.238095238095238,47
3,1,3,1,0,0.7,138
3,1,3,1,1,0.6,43
3,1,3,1,1,0.7,139
3,1,3,1,2,0.7,74
3,1,3,1,2,0.7,120
3,1,3,1,3,0.6,51
3,1,3,1,3,0.7,79
3,1,3,1,4,0.5,42
3,1,3,1,4,0.7,50
3,1,3,1,5,0.7,42
3,1,3,1,5,0.7,49
8,1,8,5,0,0.666666666666667,105
8,1,8,5,1,0.666666666666667,105
8,1,8,5,1,0.833333333333333,30
8,1,8,5,2,0.666666666666667,90
8,1,8,5,2,0.833333333333333,53
8,1,8,5,3,0.666666666666667,43
8,1,8,5,3,0.666666666666667,62
8,1,8,5,4,0.833333333333333,30
8,1,8,5,4,0.833333333333333,30
8,1,8,5,5,0.666666666666667,36
8,1,8,5,5,0.666666666666667,41
10,1,10,4,0,0.625,107
10,1,10,4,1,0.625,71
10,1,10,4,1,0.625,96
10,1,10,4,2,0.625,23
10,1,10,4,2,0.75,90
10,1,10,4,3,0.625,43
10,1,10,4,3,0.625,45
10,1,10,4,4,0.75,34
10,1,10,4,4,0.5,62
10,1,10,4,5,0.625,39
10,1,10,4,5,0.5,39
11,1,11,1,0,0.571428571428571,121
11,1,11,1,1,0.571428571428571,44
11,1,11,1,1,0.571428571428571,119
11,1,11,1,2,0.571428571428571,44
11,1,11,1,2,0.571428571428571,97
11,1,11,1,3,0.571428571428571,85
11,1,11,1,3,0.571428571428571,29
11,1,11,1,4,0.571428571428571,44
11,1,11,1,4,0.428571428571429,59
11,1,11,1,5,0.428571428571429,42
11,1,11,1,5,0.571428571428571,23
13,1,13,4,0,0.545454545454545,155
13,1,13,4,1,0.636363636363636,115
13,1,13,4,1,0.545454545454545,119
13,1,13,4,2,0.545454545454545,64
13,1,13,4,2,0.454545454545455,59
13,1,13,4,3,0.545454545454545,57
13,1,13,4,3,0.636363636363636,81
13,1,13,4,4,0.636363636363636,31
13,1,13,4,4,0.454545454545455,60
13,1,13,4,5,0.454545454545455,46
13,1,13,4,5,0.454545454545455,41
14,1,14,3,0,0.357142857142857,182
14,1,14,3,1,0.357142857142857,169
14,1,14,3,1,0.285714285714286,76
14,1,14,3,2,0.428571428571429,136
14,1,14,3,2,0.357142857142857,99
14,1,14,3,3,0.357142857142857,64
14,1,14,3,3,0.428571428571429,85
14,1,14,3,4,0.357142857142857,50
14,1,14,3,4,0.357142857142857,70
14,1,14,3,5,0.428571428571429,58
14,1,14,3,5,0.428571428571429,54
15,1,15,3,0,0.666666666666667,106
15,1,15,3,1,0.666666666666667,101
15,1,15,3,1,0.666666666666667,42
15,1,15,3,2,0.666666666666667,68
15,1,15,3,2,0.666666666666667,81
15,1,15,3,3,0.666666666666667,31
15,1,15,3,3,0.666666666666667,40
15,1,15,3,4,0.666666666666667,45
15,1,15,3,4,0.666666666666667,48
15,1,15,3,5,0.666666666666667,32
15,1,15,3,5,0.666666666666667,23
18,1,18,4,0,0.5,124
18,1,18,4,1,0.5,104
18,1,18,4,1,0.7,86
18,1,18,4,2,0.5,65
18,1,18,4,2,0.7,36
18,1,18,4,3,0.5,84
18,1,18,4,3,0.7,41
18,1,18,4,4,0.5,47
18,1,18,4,4,0.5,50
18,1,18,4,5,0.7,38
18,1,18,4,5,0.6,43
20,1,20,5,0,0.75,88
20,1,20,5,1,0.75,54
20,1,20,5,1,1,101
20,1,20,5,2,0.75,35
20,1,20,5,2,1,69
20,1,20,5,3,0.75,34
20,1,20,5,3,0.5,24
20,1,20,5,4,1,58
20,1,20,5,4,0.75,25
20,1,20,5,5,0.75,23
20,1,20,5,5,1,37
22,1,22,5,0,0.545454545454545,155
22,1,22,5,1,0.545454545454545,126
22,1,22,5,1,0.727272727272727,73
22,1,22,5,2,0.454545454545455,93
22,1,22,5,2,0.545454545454545,74
22,1,22,5,3,0.727272727272727,49
22,1,22,5,3,0.545454545454545,47
22,1,22,5,4,0.454545454545455,63
22,1,22,5,4,0.636363636363636,43
22,1,22,5,5,0.545454545454545,54
22,1,22,5,5,0.727272727272727,33
24,1,24,1,0,0.555555555555556,123
24,1,24,1,1,0.555555555555556,53
24,1,24,1,1,0.555555555555556,120
24,1,24,1,2,0.666666666666667,34
24,1,24,1,2,0.666666666666667,113
24,1,24,1,3,0.555555555555556,75
24,1,24,1,3,0.777777777777778,59
24,1,24,1,4,0.666666666666667,35
24,1,24,1,4,0.555555555555556,53
24,1,24,1,5,0.777777777777778,33
24,1,24,1,5,0.777777777777778,38
27,1,27,4,0,0.666666666666667,138
27,1,27,4,1,0.666666666666667,104
27,1,27,4,1,0.555555555555556,96
27,1,27,4,2,0.555555555555556,43
27,1,27,4,2,0.555555555555556,69
27,1,27,4,3,0.666666666666667,49
27,1,27,4,3,0.444444444444444,80
27,1,27,4,4,0.555555555555556,47
27,1,27,4,4,0.444444444444444,48
27,1,27,4,5,0.555555555555556,53
27,1,27,4,5,0.444444444444444,46
31,1,31,2,0,0.625,137
31,1,31,2,1,0.625,91
31,1,31,2,1,0.625,111
31,1,31,2,2,0.5,42
31,1,31,2,2,0.625,93
31,1,31,2,3,0.625,49
31,1,31,2,3,0.625,49
31,1,31,2,4,0.625,64
31,1,31,2,4,0.625,37
31,1,31,2,5,0.5,38
31,1,31,2,5,0.625,51
32,1,32,1,0,0.625,137
32,1,32,1,1,0.625,45
32,1,32,1,1,0.625,125
32,1,32,1,2,0.625,103
32,1,32,1,2,0.625,68
32,1,32,1,3,0.625,55
32,1,32,1,3,0.625,56
32,1,32,1,4,0.875,32
32,1,32,1,4,0.625,47
32,1,32,1,5,0.625,38
32,1,32,1,5,0.75,28
34,1,34,3,0,0.555555555555556,123
34,1,34,3,1,0.555555555555556,104
34,1,34,3,1,0.444444444444444,74
34,1,34,3,2,0.777777777777778,73
34,1,34,3,2,0.555555555555556,61
34,1,34,3,3,0.444444444444444,48
34,1,34,3,3,0.555555555555556,49
34,1,34,3,4,0.666666666666667,44
34,1,34,3,4,0.777777777777778,38
34,1,34,3,5,0.666666666666667,30
34,1,34,3,5,0.555555555555556,44
39,1,39,2,0,0.625,122
39,1,39,2,1,0.75,83
39,1,39,2,1,0.5,96
39,1,39,2,2,0.75,38
39,1,39,2,2,0.625,51
39,1,39,2,3,0.5,67
39,1,39,2,3,0.5,55
39,1,39,2,4,0.5,48
39,1,39,2,4,0.625,37
39,1,39,2,5,0.5,30
39,1,39,2,5,0.625,37
44,1,44,5,0,0.375,172
44,1,44,5,1,0.5,105
44,1,44,5,1,0.4375,146
44,1,44,5,2,0.3125,58
44,1,44,5,2,0.4375,132
44,1,44,5,3,0.5,51
44,1,44,5,3,0.3125,64
44,1,44,5,4,0.4375,97
44,1,44,5,4,0.5,62
44,1,44,5,5,0.375,74
44,1,44,5,5,0.375,51
46,1,46,2,0,0.625,137
46,1,46,2,1,0.625,129
46,1,46,2,1,0.5,42
46,1,46,2,2,0.5,42
46,1,46,2,2,0.625,121
46,1,46,2,3,0.625,72
46,1,46,2,3,0.625,87
46,1,46,2,4,0.625,47
46,1,46,2,4,0.625,50
46,1,46,2,5,0.625,46
46,1,46,2,5,0.5,43
47,1,47,1,0,0.357142857142857,170
47,1,47,1,1,0.5,48
47,1,47,1,1,0.5,181
47,1,47,1,2,0.571428571428571,127
47,1,47,1,2,0.642857142857143,112
47,1,47,1,3,0.5,47
47,1,47,1,3,0.5,94
47,1,47,1,4,0.5,52
47,1,47,1,4,0.357142857142857,76
47,1,47,1,5,0.571428571428571,60
47,1,47,1,5,0.357142857142857,49
50,1,50,2,0,0.461538461538462,157
50,1,50,2,1,0.615384615384615,67
50,1,50,2,1,0.461538461538462,149
50,1,50,2,2,0.461538461538462,44
50,1,50,2,2,0.461538461538462,126
50,1,50,2,3,0.846153846153846,44
50,1,50,2,3,0.615384615384615,39
50,1,50,2,4,0.461538461538462,94
50,1,50,2,4,0.461538461538462,68
50,1,50,2,5,0.692307692307692,52
50,1,50,2,5,0.461538461538462,55
55,1,55,5,0,0.333333333333333,154
55,1,55,5,1,0.5,93
55,1,55,5,1,0.416666666666667,121
55,1,55,5,2,0.416666666666667,68
55,1,55,5,2,0.416666666666667,75
55,1,55,5,3,0.5,42
55,1,55,5,3,0.5,70
55,1,55,5,4,0.583333333333333,37
55,1,55,5,4,0.583333333333333,50
55,1,55,5,5,0.333333333333333,32
55,1,55,5,5,0.416666666666667,59
56,1,56,4,0,0.357142857142857,170
56,1,56,4,1,0.357142857142857,123
56,1,56,4,1,0.5,97
56,1,56,4,2,0.5,82
56,1,56,4,2,0.5,85
56,1,56,4,3,0.5,60
56,1,56,4,3,0.5,60
56,1,56,4,4,0.428571428571429,42
56,1,56,4,4,0.5,57
56,1,56,4,5,0.5,53
56,1,56,4,5,0.571428571428571,54
57,1,57,2,0,0.555555555555556,137
57,1,57,2,1,0.666666666666667,106
57,1,57,2,1,0.555555555555556,79
57,1,57,2,2,0.444444444444444,54
57,1,57,2,2,0.666666666666667,82
57,1,57,2,3,0.555555555555556,59
57,1,57,2,3,0.444444444444444,46
57,1,57,2,4,0.555555555555556,43
57,1,57,2,4,0.333333333333333,21
57,1,57,2,5,0.555555555555556,49
57,1,57,2,5,0.666666666666667,63
58,1,58,3,0,0.444444444444444,151
58,1,58,3,1,0.555555555555556,78
58,1,58,3,1,0.444444444444444,117
58,1,58,3,2,0.555555555555556,43
58,1,58,3,2,0.444444444444444,102
58,1,58,3,3,0.555555555555556,45
58,1,58,3,3,0.444444444444444,46
58,1,58,3,4,0.555555555555556,41
58,1,58,3,4,0.444444444444444,80
58,1,58,3,5,0.444444444444444,39
58,1,58,3,5,0.444444444444444,60
