"coefs","std","lb","ub","coef_names"
5.09561586845168,0.407291081758498,4.29732534820503,5.89390638869834,"(Intercept)"
-0.0509469186530475,0.0387687783025845,-0.126933724126113,0.025039886820018,"closestSeg"
0.226432413832352,0.227172974325699,-0.218826615846019,0.671691443510723,"expTime1"
-0.13036589625156,0.0113348319972852,-0.152582166966239,-0.108149625536881,"segSize"
-0.280927221601654,0.0377540736234351,-0.354925205903587,-0.206929237299722,"segCentDist"
-2.44585961453057,0.353856865047756,-3.13941907002417,-1.75230015903696,"simScore"
-0.0145149664145306,0.0561490634524359,-0.124567130781305,0.0955371979522438,"closestSeg:expTime1"
