"id","coefs","std","lb","ub","coef_names"
"eb",0.892309394145007,0.406204233751781,0.0961490959915152,1.6884696922985,"(Intercept)"
"eb",0.0179606131841685,0.0957460040650795,-0.169701554783387,0.205622781151724,"closestSeg"
"eb",-0.319269549546556,0.501842990801877,-1.30288181151824,0.664342712425123,"expTime1"
"eb",-0.466620913321789,0.0960861246649749,-0.65494971766514,-0.278292108978439,"normed_segSize"
"eb",-0.33619695860125,0.0894469597100305,-0.51151299963291,-0.160880917569591,"normed_segCentDist"
"eb",-0.0140663357844852,0.0107651541380897,-0.035166037895141,0.00703336632617064,"blockNo"
"eb",0.0947956731130663,0.126370262927186,-0.152890042224219,0.342481388450352,"closestSeg:expTime1"
"go",1.42921212599243,0.517613968601127,0.414688747534224,2.44373550445064,"(Intercept)"
"go",-0.1207522819564,0.125337762144458,-0.366414295759537,0.124909731846737,"closestSeg"
"go",-0.952933704328531,0.678942208806182,-2.28366043358865,0.377793024931585,"expTime1"
"go",-0.595303829671763,0.11674920744479,-0.824132276263551,-0.366475383079975,"normed_segSize"
"go",-0.501664939046328,0.122312694076169,-0.74139781943562,-0.261932058657036,"normed_segCentDist"
"go",0.0576351363355464,0.014856734330554,0.0285159370476604,0.0867543356234323,"blockNo"
"go",0.276072039071702,0.174076707479402,-0.065118307587927,0.61726238573133,"closestSeg:expTime1"
"mae",0.869867477611938,0.396781227170273,0.0921762723582021,1.64755868286567,"(Intercept)"
"mae",-0.0348137293033847,0.0943932650116458,-0.21982452872621,0.150197070119441,"closestSeg"
"mae",1.45518133754087,0.61843324299523,0.243052181270223,2.66731049381152,"expTime1"
"mae",-0.455994816922003,0.0986872104262395,-0.649421749357433,-0.262567884486574,"normed_segSize"
"mae",-0.483841091574152,0.0952673334691906,-0.670565065173765,-0.297117117974538,"normed_segCentDist"
"mae",0.0226020613271768,0.0116689373619897,-0.000269055902323109,0.0454731785566766,"blockNo"
"mae",-0.32551070482057,0.148828595333364,-0.617214751673963,-0.0338066579671759,"closestSeg:expTime1"
"re",0.41686239384991,0.358000906264347,-0.28481938242821,1.11854417012803,"(Intercept)"
"re",-0.0468878153155698,0.0843860944737022,-0.212284560484026,0.118508929852886,"closestSeg"
"re",1.15975672284221,0.541522873435461,0.0983718909087035,2.22114155477571,"expTime1"
"re",-0.0705322148672263,0.0922393804409252,-0.25132140053144,0.110256970796987,"normed_segSize"
"re",-0.132719658361906,0.0801026429542633,-0.289720838552262,0.0242815218284504,"normed_segCentDist"
"re",0.0459334942132347,0.0103566491020341,0.0256344619732479,0.0662325264532215,"blockNo"
"re",-0.220920645192734,0.130187604009641,-0.47608834905163,0.0342470586661622,"closestSeg:expTime1"
"da",-0.314771412453313,0.338589223106291,-0.978406289741642,0.348863464835017,"(Intercept)"
"da",0.00339522793784856,0.0799231743265939,-0.153254193742275,0.160044649617973,"closestSeg"
"da",0.394018425368559,0.469322107955987,-0.525852906225175,1.31388975696229,"expTime1"
"da",-0.391400040910252,0.0867235288477922,-0.561378157451925,-0.22142192436858,"normed_segSize"
"da",-0.289392353185077,0.0759957037740518,-0.438343932582219,-0.140440773787936,"normed_segCentDist"
"da",0.0415276136019142,0.00964877812176913,0.0226160084832467,0.0604392187205817,"blockNo"
"da",-0.0660354469018746,0.115698069736412,-0.292803663585241,0.160732769781492,"closestSeg:expTime1"
"js",2.8049807262789,0.511203457243158,1.80302195008231,3.80693950247549,"(Intercept)"
"js",-0.240556808718558,0.116675030590855,-0.469239868676633,-0.011873748760482,"closestSeg"
"js",-0.3400230761183,0.72579376285439,-1.7625788513129,1.0825326990763,"expTime1"
"js",-0.57139832812408,0.116001161985019,-0.798760605614717,-0.344036050633443,"normed_segSize"
"js",-0.613203121333709,0.121837488099498,-0.852004598008725,-0.374401644658693,"normed_segCentDist"
"js",-0.0299329809304437,0.0144163807043156,-0.0581890871109024,-0.00167687474998507,"blockNo"
"js",0.217708542722685,0.179172111368449,-0.133468795559475,0.568885881004846,"closestSeg:expTime1"
