1,1,1,2,0.0198113806752727,0.00109364424379865
3,1,3,2,0.0406984899990161,0.0191165263961079
4,1,4,3,0.0580719994141152,0.0580719994141152
5,1,5,3,0.0601584429268033,0.0601584429268033
6,1,6,1,0.0629550813398007,0.00157491469783342
7,1,7,4,0.0412680567959999,0.0412680567959999
8,1,8,1,0.0224592022415338,1.39436269637829e-05
9,1,9,5,0.0480508253759437,0.0480508253759437
10,1,10,1,0.00962154569589386,2.84246524622021e-05
11,1,11,5,0.016555053869063,0.016555053869063
12,1,12,1,0.0452875362225087,8.06704285562348e-06
13,1,13,4,0.0527557502959745,0.0527557502959745
14,1,14,2,0.0604699213821998,0.0256178918770204
15,1,15,3,0.0521627463126194,0.0296014853580456
16,1,16,5,0.0437038643278111,0.0437038643278111
17,1,17,4,0.0877042909149001,0.0626471808653302
18,1,18,5,0.0582042185388457,0.0582042185388457
19,1,19,5,0.0406368294690625,0.0406368294690625
20,1,20,5,0.046034761813511,0.046034761813511
21,1,21,4,0.102640006433412,0.102640006433412
22,1,22,5,0.0341285974723194,0.0341285974723194
23,1,23,4,0.0146422144295873,0.0146422144295873
24,1,24,3,0.017923444605113,0.0106420963513654
25,1,25,1,0.0525099628808411,0.000518820048026345
26,1,26,3,0.0204455875798676,0.0204455875798676
27,1,27,4,0.0591980574675827,0.0591980574675827
28,1,28,5,0.0370233138737453,0.0370233138737453
29,1,29,3,0.0223994968574412,0.00738866327268311
30,1,30,2,0.016501876237037,0.00253158299897719
31,1,31,2,0.0469343547725174,0.00590012049338752
32,1,32,3,0.0582199839320966,0.0274316091116862
33,1,33,3,0.0254683864545299,0.00852363161951237
34,1,34,5,0.0595078838275732,0.0595078838275732
35,1,35,1,0.0390612680348432,9.52114161937864e-05
36,1,36,3,0.0605806395221573,0.0605806395221573
37,1,37,4,0.0269750472300764,0.0096849077554645
38,1,38,4,0.0710810171019665,0.0710810171019665
39,1,39,1,0.0311534783085127,0.000175666884953538
40,1,40,5,0.02233235189608,0.02233235189608
41,1,41,4,0.0709780678137506,0.0709780678137506
42,1,42,5,0.0753206692466043,0.0753206692466043
43,1,43,1,0.023931214663652,0.000865179035011383
44,1,44,3,0.0710541839822061,0.0451855283116339
